figure_url,item,source,source_url,how
https://figure.nz/chart/CedWte7xjTL5Y9Xt-P9lrTk4QFzAWIiHB,"Price paid by New Zealand businesses for articles of concrete, cement, and plaster 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-T2BAqxyTVKo1OcoD,"Price paid by New Zealand businesses for bank fees 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-iVReNZRQeN5ujHQ5,"Price paid by New Zealand businesses for animal and vegetable oils and fats, starches, and grain products 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-PociVZUEuH3f80Cn,"Price paid by New Zealand businesses for agricultural services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-7wiDsLX3OA78jEMW,"Price paid by New Zealand businesses for agricultural and forestry equipment 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-SsAiBvFyX2tKD42A,"Price paid by New Zealand businesses for construction aggregates 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-CvByBWmm7dml2qDd,"Price paid by New Zealand businesses for advertising and marketing 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-HkuDDMFsyAUeZ9L6,"Price paid by New Zealand businesses for fabricated metal products, excluding machinery and equipment 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-cByz9Zy7CWIkd5Ub,"Price paid by New Zealand businesses for domestic appliances 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-hxBPsCPw9lAEiclU,"Price paid by New Zealand businesses for event catering and other food serving services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-ZfFdfPT4yMtMSHXb,"Price paid by New Zealand businesses for electric motors, generators, and transformers 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-UxIL12L0zhQZBECH,"Price paid by New Zealand businesses for electrical installation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-IFcEWRNJ1KOn4Zv4,"Price paid by New Zealand businesses for accommodation services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-9hNqUi8dERiLCwsV,"Price paid by New Zealand businesses for accounting services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-08pI4eoahthW9BJb,"Price received by New Zealand businesses for cargo handling services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/vI3IY2L76B6dB8F6-SmkRKZCXrBN0os9y,"Price received by New Zealand businesses for building completion and finishing services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/CedWte7xjTL5Y9Xt-4VBmBW7a6DMrVCoH,"Price paid by New Zealand businesses for wool 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-OVK54o6DVdJXUS7y,"Price received by New Zealand businesses for audio visual services, broadcasting, and distribution services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-YVxelNNdZjQa3z5J,"Price received by New Zealand businesses for articles of concrete, cement, and plaster 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-Ra9A1IW27B6yZQ4N,"Price received by New Zealand businesses for agricultural services 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/F0jZBij8PpbRbvHu-WLDO4Ksl4eP67FbP,"Price received by New Zealand businesses for animal and vegetable oils and fats, starches, and grain products 2011 Q1–2016 Q3, % change from same quarter previous year ","Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published output commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/6qPStCfPCAHaM5e8,"Value of building work put in place in New Zealand By category, 2015 Q4–2016 Q3, NZD millions ",Value of Building Work Put In Place: September 2016 quarter,http://www.stats.govt.nz/browse_for_stats/industry_sectors/Construction/ValueOfBuildingWork_HOTPSep16qtr.aspx,"At URL provided, download 'Value of Building Work Put in Place: September 2016 quarter – zipped csv tables' from the box at the right-hand side of the page."
https://figure.nz/chart/W9VhJ662mcUp87Ny-TZhk8bUUyh1kVvok,"Gross Domestic Product of the Northland Region, New Zealand By industry (plus GST, duties and taxes), 2013, NZD millions ",Regional Gross Domestic Product: By region and industry (Annual-Mar) 2000–2015,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Regional Gross Domestic Product - RNA > Gross domestic product, by region and industry (Annual-Mar)"
https://figure.nz/chart/W9VhJ662mcUp87Ny-jT1bstLXkRplllMW,"Gross Domestic Product of the Marlborough Region, New Zealand By industry (plus GST, duties and taxes), 2013, NZD millions ",Regional Gross Domestic Product: By region and industry (Annual-Mar) 2000–2015,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Regional Gross Domestic Product - RNA > Gross domestic product, by region and industry (Annual-Mar)"
https://figure.nz/chart/W9VhJ662mcUp87Ny-KA8eTkvRyPsLWkRJ,"Gross Domestic Product of the Manawatu-Wanganui Region, New Zealand By industry (plus GST, duties and taxes), 2013, NZD millions ",Regional Gross Domestic Product: By region and industry (Annual-Mar) 2000–2015,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Regional Gross Domestic Product - RNA > Gross domestic product, by region and industry (Annual-Mar)"
https://figure.nz/chart/W9VhJ662mcUp87Ny-0KuM0QObQCZT3pLx,"Gross Domestic Product of the Hawke's Bay Region, New Zealand By industry (plus GST, duties and taxes), 2013, NZD millions ",Regional Gross Domestic Product: By region and industry (Annual-Mar) 2000–2015,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Regional Gross Domestic Product - RNA > Gross domestic product, by region and industry (Annual-Mar)"
https://figure.nz/chart/W9VhJ662mcUp87Ny-bXwwkEpC8rQZKq3F,"Gross Domestic Product of the Gisborne Region, New Zealand By industry (plus GST, duties and taxes), 2013, NZD millions ",Regional Gross Domestic Product: By region and industry (Annual-Mar) 2000–2015,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Regional Gross Domestic Product - RNA > Gross domestic product, by region and industry (Annual-Mar)"
