provider,dataset,title,tags,name,subtitle,url
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Wellington City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-PeAWuhqi6JiJJ9ws
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for accident and health insurance services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-3pLHMc69NI0jALR2
Statistics New Zealand,Census: Qualifications by occupation by industry 2013,Highest qualifications of people working in the health and general insurance industry in New Zealand,Occupations|Education|Qualification|Work,,"2013 Census, %",https://figure.nz/chart/zNtAhhyNmReAAz4o-WJXSse3ea75qKaYU
Statistics New Zealand,Census: Qualifications by occupation by industry 2013,Highest qualifications of people working in the allied health services industry in New Zealand,Occupations|Education|Qualification|Work,,"2013 Census, %",https://figure.nz/chart/zNtAhhyNmReAAz4o-C4RlSe0pPsn6hzK4
Statistics New Zealand,Business Demography Statistics: Geographic units by region and industry 2015 (with percentages),Employment in the health care and social assistance industry by New Zealand region,Jobs|Employees|Employment|Work,,"2015, number of people employed",https://figure.nz/chart/uiF2tpdkqKnWQ5Do-M8T22UCkSyivBlBS
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Timaru District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-SJvpNO4Brp1m9dae
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Tauranga City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-fuMkD332k0UFk4oo
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Taupo District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-eYEX50qHk3BDLuhU
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Waikato District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-RZHVJ4pfpRWwVMjS
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Tasman District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-WzeKB8dLBpRyiQsX
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Waimakariri District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-ucTiB3NeDY0paW68
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Queenstown-Lakes District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-f5BNbmpaMcTrzLRr
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for accident and health insurance services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-3OkkhAAmfjYLKn63
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Palmerston North City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-BcwnLHP87Rcolq1l
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Porirua City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-FT9dELu3oaL2J11k
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Selwyn District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-E1YLvbuyU5lc2XcO
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Mental health contacts at District Health Boards and Non-Governmental Organisations in New Zealand,Addiction|DHB|NGO,,"2009â€“2012, June years",https://figure.nz/chart/z6YOjSoD1ODl5qkS-eAoOeL54ElOOZe5w
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Rotorua District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-AeZPYcHxYhsUki6e
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Kapiti Coast District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-48JDcvmxYeEd14Cz
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Auckland, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-SsqhknRnYO2IXo6e
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Christchurch City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-DtvuHzKs7zvL8mVz
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Hastings District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-VU19EEwsDVnRFKju
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Hamilton City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-zl9fkId3tWVVDRim
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Far North District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-NBLn9CKSm6381cta
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in the Gisborne District, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-yCBCd8T5INFe3zrd
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Dunedin City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-UYKunCfUkxN18RfS
Statistics New Zealand,Business Demography Statistics: Geographic units births and deaths by area and industry 2001â€“2015,"Health care and social assistance business births/deaths in Invercargill City, New Zealand",Industry|Startup|Failure,,2001â€“2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-jnRcn5okPOePNLJB
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from vocational services,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-ZhUtPcn8LVL2R4R3
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from social welfare,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-oWFdp2muobhTKRlD
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from private practitioners,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-aL87ecot9Rq5wMQ9
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from psychiatric inpatient units,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-Jyv3WbjvnWi7cl6Z
Ministry of Health,Mental Health and Addiction: Service use 2011/12,People seen by maternal mental health teams at New Zealand mental and addiction service providers,Addiction,,"By age group and sex, year ended June 2012",https://figure.nz/chart/vqjmIXpB4jmQ7cmU-bxrfcrF512rPIlIu
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from psychiatric outpatients,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-LHaNSD3kKpavznAm
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from the Police,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-4f9LIDMyFqM7k3IU
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from paediatrics,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-YWFcIIcbrWl741Ic
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from residential services,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-HiydhKnIJkytedKv
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from Pacific peoples services,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-SnJwFZcfsSnYvY6E
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from community skills enhancement programmes,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-82ayh0ZAC33HlLso
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from MÄÅori health programmes,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-ATTzzeKEf8uWAYSJ
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from the Justice department,Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-LEcca0NcOQKisN9Y
Ministry of Health,Mental Health and Addiction: Service use 2011/12,Referrals received by New Zealand mental health and addiction teams from hospitals (non-psychiatric),Referral,,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-h7Fp2JlKs7u5BwV0
